segment,id,x,y,z,visibility
pose,0,0.5313757658004761,0.46142542362213135,-1.1121488809585571,0.9999951124191284
pose,1,0.5528026223182678,0.4089633822441101,-1.1036194562911987,0.9999841451644897
pose,2,0.566588282585144,0.40866541862487793,-1.1034384965896606,0.9999783039093018
pose,3,0.5769485235214233,0.4084468483924866,-1.1033220291137695,0.999981164932251
pose,4,0.5108432769775391,0.40985608100891113,-1.0850285291671753,0.9999784231185913
pose,5,0.5006377696990967,0.4102535545825958,-1.0850721597671509,0.999967098236084
pose,6,0.49171507358551025,0.41024959087371826,-1.085105061531067,0.999968409538269
pose,7,0.6037703156471252,0.42663270235061646,-0.9168223142623901,0.9999799728393555
pose,8,0.48087945580482483,0.4345840811729431,-0.8221622705459595,0.9999314546585083
pose,9,0.5616486072540283,0.5129485726356506,-1.036497950553894,0.9999858140945435
pose,10,0.5118293762207031,0.5157109498977661,-1.0099338293075562,0.9999717473983765
pose,11,0.702691912651062,0.6903947591781616,-0.7517955303192139,0.999535083770752
pose,12,0.4244588315486908,0.7064669132232666,-0.5835739374160767,0.9991605281829834
pose,13,0.8059738874435425,0.9806233048439026,-0.7644954323768616,0.8000689744949341
pose,14,0.3011232316493988,1.080808401107788,-0.806083619594574,0.954055666923523
pose,15,0.8733734488487244,1.2424994707107544,-0.8502610325813293,0.5695379376411438
pose,16,0.33592307567596436,0.845171332359314,-1.234274983406067,0.9862659573554993
pose,17,0.9044676423072815,1.3005512952804565,-0.8797668814659119,0.4617994427680969
pose,18,0.34277671575546265,0.7661001086235046,-1.2978956699371338,0.9524560570716858
pose,19,0.8847478628158569,1.2911840677261353,-0.910880446434021,0.6025712490081787
pose,20,0.34992849826812744,0.7290841937065125,-1.2661408185958862,0.9608503580093384
pose,21,0.8665854334831238,1.2778526544570923,-0.864558219909668,0.6659915447235107
pose,22,0.3620818853378296,0.7678524851799011,-1.2317219972610474,0.9592490792274475
pose,23,0.6493369340896606,1.2232424020767212,-0.06437947601079941,0.0006767197046428919
pose,24,0.47444629669189453,1.213255763053894,0.06703173369169235,0.0010790510568767786
pose,25,0.6393855810165405,1.6805522441864014,0.03676968812942505,0.00029494811315089464
pose,26,0.4766885042190552,1.6751735210418701,0.21072620153427124,0.00042310156277380884
pose,27,0.6339133381843567,2.040789842605591,0.6284992694854736,1.4128218026598915e-06
pose,28,0.4776838719844818,2.0238661766052246,0.6569547057151794,9.634510433897958e-07
pose,29,0.6392791271209717,2.1028530597686768,0.6645575761795044,5.509768357114808e-07
pose,30,0.4778803586959839,2.08166766166687,0.6930088400840759,6.151328761916375e-07
pose,31,0.6027340292930603,2.183506727218628,0.32791608572006226,2.4803193809930235e-06
pose,32,0.4928146004676819,2.1830859184265137,0.346924364566803,8.31309716886608e-06
right_hand,0,0.30704963207244873,0.7340360879898071,-1.624617453899191e-07,0.0
right_hand,1,0.34466296434402466,0.6907344460487366,-0.011298038996756077,0.0
right_hand,2,0.3664623200893402,0.615170419216156,-0.012466293759644032,0.0
right_hand,3,0.37199416756629944,0.546715497970581,-0.01532044354826212,0.0
right_hand,4,0.3695744574069977,0.4936821460723877,-0.01672484539449215,0.0
right_hand,5,0.3424643874168396,0.5500025749206543,0.0057300543412566185,0.0
right_hand,6,0.34546345472335815,0.4822421967983246,-0.008417274802923203,0.0
right_hand,7,0.3502548635005951,0.5133117437362671,-0.019842838868498802,0.0
right_hand,8,0.349145770072937,0.5511337518692017,-0.024978766217827797,0.0
right_hand,9,0.321498304605484,0.548191487789154,0.004943042527884245,0.0
right_hand,10,0.3236682116985321,0.4731234908103943,-0.010737959295511246,0.0
right_hand,11,0.3305021822452545,0.5190064907073975,-0.02121404930949211,0.0
right_hand,12,0.3305697739124298,0.5670353174209595,-0.02437102049589157,0.0
right_hand,13,0.3001086711883545,0.5536838173866272,0.0010163172846660018,0.0
right_hand,14,0.29863467812538147,0.4775897264480591,-0.01376783661544323,0.0
right_hand,15,0.3080461323261261,0.5195803046226501,-0.016587616875767708,0.0
right_hand,16,0.3100782036781311,0.5687757134437561,-0.01394726987928152,0.0
right_hand,17,0.27596092224121094,0.5655990242958069,-0.004342443775385618,0.0
right_hand,18,0.2756403088569641,0.5044246315956116,-0.015386635437607765,0.0
right_hand,19,0.28571292757987976,0.524135947227478,-0.015950828790664673,0.0
right_hand,20,0.29004988074302673,0.5587460994720459,-0.013227321207523346,0.0
face,61,0.5142139792442322,0.5273276567459106,0.005564498715102673,
face,62,0.5171152353286743,0.5264033079147339,0.0034358426928520203,
face,63,0.47951871156692505,0.35665184259414673,0.0042497762478888035,
face,64,0.5160908699035645,0.47709178924560547,-0.011608253233134747,
face,65,0.5016686916351318,0.3619166910648346,-0.009647808037698269,
face,66,0.5001242160797119,0.3513703942298889,-0.011399708688259125,
face,67,0.4929097592830658,0.2984268069267273,-0.00197679759003222,
face,68,0.4758199155330658,0.34231701493263245,0.013512952253222466,
face,69,0.49707549810409546,0.3242436647415161,-0.0073832375928759575,
face,70,0.47455382347106934,0.3678111135959625,0.014041162095963955,
face,71,0.4713550806045532,0.3597466051578522,0.026199311017990112,
face,72,0.5285832285881042,0.5193042755126953,-0.013857239857316017,
face,73,0.5235291719436646,0.5215371251106262,-0.009812268428504467,
face,74,0.5198348164558411,0.5234907865524292,-0.005305800121277571,
face,75,0.5219683051109314,0.4805493950843811,-0.01189572922885418,
face,76,0.5157037377357483,0.5271398425102234,0.00440571503713727,
face,77,0.5176841616630554,0.5295581221580505,0.0005392706952989101,
face,78,0.5177599191665649,0.5254561305046082,0.003167723538354039,
face,79,0.5218907594680786,0.4753364622592926,-0.02219345234334469,
face,80,0.5233606696128845,0.5250928997993469,-0.003176704980432987,
face,81,0.5268160700798035,0.5253964066505432,-0.006160694640129805,
face,82,0.5309314727783203,0.5258659720420837,-0.008715739473700523,
face,83,0.5303945541381836,0.5580760836601257,-0.0008193933754228055,
face,84,0.5298320055007935,0.5479317903518677,-0.008040353655815125,
face,85,0.5296799540519714,0.5408191084861755,-0.00944558996707201,
face,86,0.5299632549285889,0.5340346097946167,-0.008633941411972046,
face,87,0.5304996371269226,0.5293304324150085,-0.007875088602304459,
face,88,0.5223997831344604,0.5276776552200317,-0.0025145718827843666,
face,55,0.517246663570404,0.36996254324913025,-0.012444714084267616,
face,56,0.5099098086357117,0.38427820801734924,0.0008120768470689654,
face,57,0.5074359178543091,0.5273241400718689,0.0070678493939340115,
face,58,0.48194554448127747,0.5143263339996338,0.06768957525491714,
face,59,0.5201824903488159,0.47860559821128845,-0.013071628287434578,
face,60,0.5250787138938904,0.482024610042572,-0.014025242999196053,
face,61,0.5142139792442322,0.5273276567459106,0.005564498715102673,
face,62,0.5171152353286743,0.5264033079147339,0.0034358426928520203,
face,63,0.47951871156692505,0.35665184259414673,0.0042497762478888035,
face,64,0.5160908699035645,0.47709178924560547,-0.011608253233134747,
face,65,0.5016686916351318,0.3619166910648346,-0.009647808037698269,
face,285,0.5449477434158325,0.36631107330322266,-0.01464013010263443,
face,286,0.5560065507888794,0.37856942415237427,-0.0035547169391065836,
face,287,0.5685786604881287,0.5234505534172058,0.001240383367985487,
face,288,0.6049963235855103,0.5045660734176636,0.055929288268089294,
face,289,0.5474777817726135,0.47671055793762207,-0.015572017058730125,
face,290,0.5424777865409851,0.4808128774166107,-0.015251502394676208,
face,291,0.5610111355781555,0.5246467590332031,0.0005248101078905165,
face,292,0.5580914616584778,0.5240774154663086,-0.001044740085490048,
face,293,0.5864567160606384,0.34333565831184387,-0.004909992683678865,
face,294,0.5523500442504883,0.47435462474823,-0.014866176061332226,
face,295,0.5610520839691162,0.3540545105934143,-0.014315319247543812,
face,133,0.5148648023605347,0.39950090646743774,0.004750791005790234,
face,134,0.5213419198989868,0.45251408219337463,-0.026758834719657898,
face,135,0.49354344606399536,0.5473009943962097,0.03258238732814789,
face,136,0.49563705921173096,0.5575651526451111,0.04528209939599037,
face,137,0.4704604148864746,0.4568738341331482,0.05128990486264229,
face,138,0.4857214689254761,0.5308167934417725,0.040824487805366516,
face,139,0.4694814682006836,0.3805927336215973,0.03776644170284271,
face,140,0.5178247690200806,0.5852959156036377,0.01293092966079712,
face,141,0.5308297872543335,0.4835215210914612,-0.020376231521368027,
face,142,0.5113228559494019,0.4537043869495392,-0.003427938325330615,
face,143,0.47240403294563293,0.4064953029155731,0.02952563762664795,
face,144,0.49475395679473877,0.40470626950263977,0.006320481188595295,
face,145,0.5001026391983032,0.4055854380130768,0.004314173012971878,
face,146,0.5163150429725647,0.5318697690963745,0.0018660497153177857,
face,147,0.47674432396888733,0.48084819316864014,0.03027951903641224,
face,148,0.5290951132774353,0.5994487404823303,0.014764681458473206,
face,149,0.5123358368873596,0.5833413600921631,0.028102314099669456,
face,150,0.5048037767410278,0.5729478597640991,0.035529185086488724,
face,151,0.5290210247039795,0.3205532729625702,-0.01652572490274906,
face,152,0.5409651398658752,0.6014912128448486,0.011868469417095184,
face,153,0.5053526759147644,0.4045391082763672,0.0035076821222901344,
face,154,0.5102452635765076,0.402283251285553,0.003937357105314732,
face,155,0.5133824348449707,0.4008321166038513,0.004926825873553753,
face,156,0.4730687737464905,0.38478875160217285,0.02249474823474884,
face,157,0.509245753288269,0.390187531709671,0.0025807232595980167,
face,158,0.5037589073181152,0.3864082992076874,0.001994619145989418,
face,159,0.49801361560821533,0.38580483198165894,0.0028422344475984573,
face,160,0.4925454258918762,0.38825103640556335,0.0049791415221989155,
face,161,0.489449679851532,0.39206555485725403,0.007420982699841261,
face,162,0.46722516417503357,0.37340080738067627,0.055453334003686905,
face,163,0.4911278188228607,0.4027150869369507,0.008732953108847141,
face,164,0.5340275168418884,0.49514421820640564,-0.014553690329194069,
face,362,0.5523539185523987,0.39525967836380005,0.0008307056268677115,
face,363,0.5428512096405029,0.450626403093338,-0.028720801696181297,
face,364,0.5897204875946045,0.5409964919090271,0.02395392581820488,
face,365,0.5905970931053162,0.5515486598014832,0.03640645742416382,
face,366,0.6097120046615601,0.4438997209072113,0.038422536104917526,
face,367,0.5980014204978943,0.5226352214813232,0.030690159648656845,
face,368,0.6037721633911133,0.36592453718185425,0.02527492307126522,
face,369,0.56381756067276,0.5829226970672607,0.008921739645302296,
face,370,0.5352386832237244,0.4831043779850006,-0.02074258029460907,
face,371,0.5577701926231384,0.44961363077163696,-0.007557927165180445,
face,372,0.6014291644096375,0.3930943012237549,0.017770448699593544,
face,373,0.57378751039505,0.3962627053260803,-0.0009606988751329482,
face,374,0.5681111812591553,0.3982101082801819,-0.0021184408105909824,
face,375,0.5588220953941345,0.5293650031089783,-0.0024659154005348682,
face,376,0.6015976667404175,0.4701077938079834,0.01903919316828251,
face,377,0.5533058643341064,0.5983537435531616,0.012579797767102718,
face,378,0.5720118284225464,0.5803470611572266,0.022379785776138306,
face,379,0.5804843902587891,0.5688266158103943,0.028358275070786476,
face,380,0.5625805258750916,0.3981550633907318,-0.0020044739358127117,
face,381,0.5573265552520752,0.39688849449157715,-0.0007958397036418319,
face,382,0.55397629737854,0.39623597264289856,0.0006480984156951308,
face,383,0.5981454849243164,0.37092137336730957,0.011092912405729294,
face,384,0.557718813419342,0.3845568299293518,-0.0023246281780302525,
face,385,0.5633116960525513,0.37936505675315857,-0.0036923352163285017,
face,386,0.5691391229629517,0.3776133954524994,-0.003734521334990859,
face,387,0.5751361846923828,0.37893518805503845,-0.00252669770270586,
face,388,0.5788595080375671,0.38204941153526306,-0.0005734669975936413,
face,389,0.6082756519317627,0.35803869366645813,0.04208752512931824,
face,390,0.5777377486228943,0.39355045557022095,0.0008283245260827243,
face,391,0.5542656779289246,0.4980347156524658,-0.010248169302940369,
face,392,0.5474897027015686,0.47495949268341064,-0.01801968179643154,
face,393,0.5421326160430908,0.4956570565700531,-0.014746208675205708,
