segment,id,x,y,z,visibility
pose,0,0.5362781286239624,0.4550366997718811,-1.0719343423843384,0.9999969005584717
pose,1,0.5573843717575073,0.4054839611053467,-1.0651313066482544,0.9999897480010986
pose,2,0.570200502872467,0.405734658241272,-1.064913034439087,0.9999872446060181
pose,3,0.5803666114807129,0.40539485216140747,-1.0647708177566528,0.9999885559082031
pose,4,0.5163412094116211,0.4039239287376404,-1.0467698574066162,0.9999834299087524
pose,5,0.5059047937393188,0.40372371673583984,-1.046700358390808,0.999974250793457
pose,6,0.49738937616348267,0.4034985899925232,-1.04664146900177,0.9999716281890869
pose,7,0.6056421399116516,0.42215847969055176,-0.881378710269928,0.9999892711639404
pose,8,0.4860883951187134,0.4257792830467224,-0.7855435609817505,0.9999468326568604
pose,9,0.5643084049224854,0.5059032440185547,-0.9976508021354675,0.9999909400939941
pose,10,0.5153972506523132,0.505592405796051,-0.9704352617263794,0.9999749660491943
pose,11,0.6984806060791016,0.6950151920318604,-0.7228821516036987,0.9996994733810425
pose,12,0.4261314570903778,0.6940355896949768,-0.5615360736846924,0.9989318251609802
pose,13,0.7996692657470703,0.9768440127372742,-0.7583024501800537,0.6722085475921631
pose,14,0.29484832286834717,1.0378450155258179,-0.8108177185058594,0.9015244245529175
pose,15,0.8611303567886353,1.2460476160049438,-0.8601059317588806,0.5914549827575684
pose,16,0.31963127851486206,0.814906120300293,-1.287397861480713,0.9803751111030579
pose,17,0.8904982805252075,1.306044578552246,-0.8905783891677856,0.5224145650863647
pose,18,0.3125408887863159,0.6596571803092957,-1.3523728847503662,0.9427905678749084
pose,19,0.8707273006439209,1.2965950965881348,-0.9152351021766663,0.6767354011535645
pose,20,0.3292384743690491,0.7061820030212402,-1.3241976499557495,0.9565958380699158
pose,21,0.8523688912391663,1.2840505838394165,-0.8723503351211548,0.7393643856048584
pose,22,0.3431367576122284,0.7462084293365479,-1.2880865335464478,0.9598826169967651
pose,23,0.6380778551101685,1.2202717065811157,-0.0632244274020195,0.00035441911313682795
pose,24,0.4617462158203125,1.202491283416748,0.06597317010164261,0.0005074706277810037
pose,25,0.6220682859420776,1.6756868362426758,0.08310480415821075,0.00010647729504853487
pose,26,0.4613233208656311,1.6640608310699463,0.29677268862724304,0.00010626215225784108
pose,27,0.6131267547607422,2.02714204788208,0.6674954295158386,7.360856102422986e-07
